ISO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TIMESTAMP
120,CAO4779,4779,2016-10-01,2016,1,Protests,Protest with intervention,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.836,9.855,1,Undisclosed Source,Local partner-Other,"On 1 October 2016, residents demonstrated in Batibo town (Momo, Nord-Ouest) for an unknown reason. The security forces (assumed police forces) intervened to disperse them. [size=no report]",0,1622068188
120,CAO631,631,2016-11-08,2016,1,Protests,Protest with intervention,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Cameroon Post,National,"A squad of gendarmes, Nov. 8, at City Chemist Roundabout, Bamenda used tear gas to disperse over 200 lawyers who were carrying on a peaceful demonstration. According to the gendarmes, they claimed that tear-gassing the crowd was an attempt to stop bike riders who wanted to disrupt the strike and not for the lawyers. The gendarmes arrested some of the bike riders after confrontations with some of the lawyers.",0,1622068188
120,CAO635,635,2016-11-21,2016,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Camer.be; RFI,National-International,Hundreds of people marched in Bamenda to support a teachers strike. The march evolved into calls for an end to discrimination against anglophones and independence for the Northwest. Clashes broke out between the protesters and police when they attempted to disperse the march.,0,1622068188
120,CAO640,640,2016-11-22,2016,1,Protests,Protest with intervention,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,RFI,International,Police dispersed a lawyers protest in front of the Bamenda court of appeals.,0,1622068188
120,CAO639,639,2016-11-22,2016,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,AFP,International,Clashes continued between protesters and police in Bamenda as the protesters demand an end to discrimination against anglophones and call for independence. At least 4 people were reported killed in the clashes but the details of the deaths were not clear.,4,1622068188
120,CAO646,646,2016-11-28,2016,1,Protests,Excessive force against protesters,Protesters (Cameroon),Students (Cameroon),6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Camer.be; Cameroon Post,National,"Students of the University of Cameroon began a strike due to their grievances in relation to the Vice Chancellor who they say has embezzeled money and imposed unreasonable penalties on students. Riot police later arrived to disperse the students with tear gas, batons and aerial firing. At least 3 students were injured in the events.",0,1622068188
120,CAO647,647,2016-11-30,2016,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Camer.be,National,Protests continued in Bamenda where the demonstrators attempted to storm the premises of the Regional Division of the Juidical Police (DRPJ). The protesters demanded the release of an protester detained during earlier demonstrations.,0,1622068188
120,CAO648,648,2016-12-01,2016,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Sud-Ouest,Lebialem,Fontem,Fontem,5.468,9.882,1,Cameroon Post,National,Thousands of Bangwas from Lebialem division protested in Fontem to denounce perceived marginalization of Anglophones.,0,1622068188
120,CAO649,649,2016-12-08,2016,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,AFP; Camer.be; PANAPRESS,National-Regional,"At least 2 people were killed, allegedly by police firing, and 10 injured during protests in Bamenda. The protesters were attempting to thwart a rally planned by the ruling CPDM party, resulting in clashes with police. Protesters burned a police station in the cities 3rd district and released the prisoners detained there. 58 people were arrested on charges of rioting following the events.",2,1622068188
120,CAO650,650,2016-12-09,2016,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.692,9.21,1,Cameroon Post,National,"2 people were injured during protests in Kumba. The city was shut down by demonstrators during the day, including the building of barricades to block roads, but in the evening security forces intervened, leading to clashes. Protesters threw rocks at police, while the police responded with tear gas.",0,1622068188
120,CAO658,658,2017-01-13,2017,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Cameroon Post,National,"Police opened fire on some youths in the city of Bamenda, who were protesting the alleged detention of some Anglophone labour leaders, resulting in serious injuries to 3. This occurred during a dead city strike related to ongoing labour strikes and calls for Anglophone independence. Looting was also reported in Bamenda during the incident, as well as a break-in at the Cameroonian election organizations premises in the city during which 3 vehicles were burned.",0,1622068187
120,CAO661,661,2017-01-16,2017,1,Riots,Violent demonstration,Rioters (Cameroon),CACSC: Cameroon Anglophone Civil Society Consortium,5,Police Forces of Cameroon (1982-),Military Forces of Cameroon (1982-) Gendarmerie,1,15,Middle Africa,Cameroon,Sud-Ouest,Fako,Limbe 1,Limbe,4.01,9.207,1,Cameroon Post,National,A peaceful sit-in in Limbe called by the CACSC later turned into clashes between stone-throwing youths and tear gas firing by police/gendarmerie. 30 people were arrested. This occurred after youth started setting up barricades in the town.,0,1622068187
120,CAO663,663,2017-01-17,2017,1,Riots,Violent demonstration,Rioters (Cameroon),CACSC: Cameroon Anglophone Civil Society Consortium,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,1,Cameroon Post,National,"Violent protests broke out in Buea after police arrested two leaders of the CACSC following the banning of the organization. Police used water cannons, tear gas and aerial gunfire to disperse the crowds. In some parts of the city youths built barricades and scuffled with police. There were also reports of vandalism against petrols stations and cars damaged.",0,1622068187
120,CAO664,664,2017-01-19,2017,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Camer.be,National,"Bamenda was again shut down by a dead city protest strike which was accompanied by a demonstrations, although there were no reports of violence.",0,1622068187
120,CAO671,671,2017-02-06,2017,1,Riots,Violent demonstration,Rioters (Cameroon),Students (Cameroon),5,,,0,50,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Xinhua,International,Unidentified assailants allegedly used physical intimidation to prevent students from returning to classes during continued dead city strikes in Bamenda. Unidentified individuals also set fire to an administrative block in Bamenda during continued dead city strikes. A bus used by the bilingual Nitop high school was also vandalized.,0,1622068187
120,CAO672,672,2017-02-08,2017,1,Riots,Mob violence,Rioters (Cameroon),,5,Civilians (France),,7,57,Middle Africa,Cameroon,Nord-Ouest,Ngo-Ketunjia,Ndop,Ndop,5.988,10.439,1,Camer.be,National,A French school was set on fire in the Ndop during ongoing unrest in Cameroon's northwestern Anglophone region.,0,1622068187
120,CAO673,673,2017-02-10,2017,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Ngo-Ketunjia,Ndop,Ndop,5.988,10.439,1,Camer.be,National,"2 protesters were killed and 10 others injured when police opened fire on them as they tried to storm a police station in Ndop in Cameroon's northwestern Anglophone region. The protesters were demanding the release of those accused of setting a French school on fire. After the deaths, the protesters allegedly kidnapped the families of the area brigade commander and police commissioner and demanded the release of all detained youths from the area.",2,1622068187
120,CAO4605,4605,2017-02-15,2017,3,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.836,9.855,1,Undisclosed Source,Local partner-Other,"Around 15 February 2017 (month of), Ambazonian separatists captured a soldier and killed him in Batibo town (Momo, Nord-Ouest).",1,1622068187
120,CAO676,676,2017-02-18,2017,1,Riots,Violent demonstration,Rioters (Cameroon),,5,,,0,50,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Camer.be,National,The National Center for Youth and Sports Bamenda was the target of an attempted arson attack.,0,1622068187
120,CAO4857,4857,2017-03-15,2017,3,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Ekondo Titi,4.603,9.04,2,Undisclosed Source,Local partner-Other,"Around 15 March 2017 (month of), Ambazonian separatists killed a police officer in Bongongo village, Ekondo Titi subdivision (Ndian, Sud-Ouest).",1,1622068187
120,CAO687,687,2017-03-27,2017,1,Protests,Peaceful protest,Protesters (Cameroon),Teachers (Cameroon),6,,,0,60,Middle Africa,Cameroon,Nord-Ouest,Mezam,Tubah,Bambili,5.989,10.251,1,Camer.be,National,"Teachers took to the streets in Yaounde, Maroua and Bambili to demand between 25-60 months of backpay, bonuses and promotions.",0,1622068187
120,CAO690,690,2017-04-01,2017,1,Riots,Violent demonstration,Rioters (Cameroon),,5,,,0,50,Middle Africa,Cameroon,Sud-Ouest,Fako,Limbe 1,Limbe,4.01,9.207,1,VOA,International,A market in Limbe was attaced by arsonists. The government accuses secessionist groups of being behind the attack.,0,1622068187
120,CAO695,695,2017-04-17,2017,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Deutsche Welle,International,Hundreds of youths in Bamenda marched on the Cameroonian Ministry of Posts and Telecomms to demand the re-instatement of internet for Cameroon's English-speaking regions.,0,1622068186
120,CAO4601,4601,2017-05-15,2017,3,Strategic developments,Looting/property destruction,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Boyo,Njinikom,Njinikom,6.233,10.283,1,Undisclosed Source,Local partner-Other,"Property destruction: Around 15 May 2017 (month of), the military forces burnt 4 houses belonging to families of separatist fighters down during a raid in Njinikom village, Fundong subdivision (Boyo, Nord-Ouest).",0,1622068186
120,CAO721,721,2017-06-05,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Cameroon Tribune,National,A local pupil was aggressed just before the school exam date. This episode raises attention over sporadic violence aganist educational establishemnt in English Cameroon.,0,1622068186
120,CAO4805,4805,2017-06-15,2017,3,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.836,9.855,1,Undisclosed Source,Local partner-Other,"Around 15 June 2017 (month of), Ambazonian separatists killed two people in Batibo town (Momo, Nord-Ouest).",2,1622068186
120,CAO4105,4105,2017-07-15,2017,3,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.836,9.855,2,Undisclosed Source,Local partner-Other,"Around 15 July 2017 (month of), the military forces killed one civilian in Mnunjie village, Batibo subdivision (Momo, Nord-Ouest) for reportedly working with Ambazonian separatists.",1,1622068185
120,CAO4608,4608,2017-08-15,2017,3,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.836,9.855,1,Undisclosed Source,Local partner-Other,"Around 15 August 2017 (month of), the military forces killed an Ambazonian separatist and booby-trapped his remains with explosives, which then exploded and killed three other separatists fighters when they came to recover the body in Batibo town (Momo, Nord-Ouest).",4,1622068185
120,CAO4594,4594,2017-08-15,2017,3,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Batibo,5.836,9.855,2,Undisclosed Source,Local partner-Other,"Around 15 August 2017 (month of), the military forces engaged in fire fights with Ambazonian separatists in Tiben village, Batibo subdivision (Momo, Nord-Ouest), resulting in 11 civilians getting killed.",11,1622068185
120,CAO763,763,2017-08-20,2017,2,Riots,Violent demonstration,Rioters (Cameroon),,5,Civilians (Cameroon),Teachers (Cameroon); Students (Cameroon),7,57,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,2,VOA,International,At least half a dozen schools in Cameroon's two English-speaking regions have been burned in the past week. It is the latest sign of deepening tensions as the ongoing strike in Cameroon's two English-speaking regions enters its tenth month. Residents say schools are being targeted for failing to respect the call to strike until all anglophone activists are released from detention.,0,1638820342
120,CAO764,764,2017-08-20,2017,2,Riots,Violent demonstration,Rioters (Cameroon),,5,Civilians (Cameroon),Teachers (Cameroon); Students (Cameroon),7,57,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,2,VOA,International,At least half a dozen schools in Cameroon's two English-speaking regions have been burned in the past week. It is the latest sign of deepening tensions as the ongoing strike in Cameroon's two English-speaking regions enters its tenth month. Residents say schools are being targeted for failing to respect the call to strike until all anglophone activists are released from detention,0,1638820342
120,CAO776,776,2017-09-04,2017,1,Riots,Violent demonstration,Rioters (Cameroon),,5,Military Forces of Cameroon (1982-) Gendarmerie,,1,15,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,1,Africa News,Regional,Violent unrest broke out in northwestern Cameroon after gendarmes shot dead a teenage boy on Monday. The unrest points to the continued tensions in the country s two English-speaking region. Hundreds of people shouted and ran to seek refuge Monday evening at the cathedral in Cameroon s northwestern town of Kumbo amid the unrest. A school and government buildings were burned in protest.,0,1622068185
120,CAO777,777,2017-09-04,2017,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-) Gendarmerie,,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,2,Africa News,Regional,"In an official statement, Cameroon's defense minister, Joseph Beti Assomo, said that a boy was shot accidentally after villagers attacked gendarmes with locally made guns, wounding one of the gendarmes. The defense minister said the gendarmes were in Kifem on an anti-drug operation and that they opened fired in self-defense. Residents say the gendarmes seized the teenager s corpse and paraded it through the streets.",1,1622068185
120,CAO778,778,2017-09-05,2017,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-) Gendarmerie,,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,1,Africa News,Regional,Local media report that a second person was killed early Tuesday as violence continued.,1,1622068185
120,CAO784,784,2017-09-09,2017,1,Explosions/Remote violence,Remote explosive/landmine/IED,ADF: The Ambazonia Defense Forces,,2,,,0,20,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Cameroon Journal,National,A bomb exploded at the Bamenda Hospital Roundabout.,0,1622068185
120,CAO783,783,2017-09-09,2017,1,Battles,Armed clash,ADF: The Ambazonia Defense Forces,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Besongabang,5.71,9.301,1,Cameroon Journal,National,"ADF attacked the Besongabang army camp, 3 dead and one wounded seriously.",3,1622068185
120,CAO792,792,2017-09-21,2017,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Cameroon),,3,Police Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,Xinhua,International,A hand-made bomb exploded and wounded 3 policemen. Authorities link the event to the political turmoil taking place in anglophone Cameroon.,0,1622068184
120,CAO800,800,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Sud-Ouest,Fako,Limbe 1,Limbe,4.01,9.207,1,Quartz,Regional,"During anti-government protests, Bernard Okalia Bilai, governor of the south west region told the state daily Cameroon Tribune that protesters shot at the security forces in Mamfe, wounding a police officer. Two civilian deaths were also recorded in the town. Another protester was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",1,1622068184
120,CAO801,801,2017-09-22,2017,1,Violence against civilians,Attack,Police Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mamfe,5.754,9.312,1,Quartz,Regional,Two civilian deaths were recorded in Mamfe on 22 September.,2,1622068184
120,CAO803,803,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,2,Xinhua,International,"Several thousand demonstrators took to the streets in English-speaking parts of Cameroon in protest at perceived discrimination in favour of the country's francophone majority. Several state officers were wounded and state buildings were plundered in several areas of Southwestern region. A protester was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",1,1622068184
120,CAO795,795,2017-09-22,2017,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Police Forces of Cameroon (1982-),,1,13,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mamfe,5.754,9.312,1,Quartz,Regional,"During anti-government demonstrations, people shot at the security forces in Mamfe, wounding a police officer. Two civilian deaths were also recorded in the town. Another demonstrator was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",2,1622068184
120,CAO796,796,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,1,Quartz,Regional,"During anti-government protests, Bernard Okalia Bilai, governor of the south west region told the state daily Cameroon Tribune that protesters shot at the security forces in Mamfe, wounding a police officer. Two civilian deaths were also recorded in the town. Another protester was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",1,1622068184
120,CAO799,799,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Bangem,Ekona,5.029,9.492,1,Quartz,Regional,"During anti-government protests, protesters shot at the security forces in Mamfe, wounding a police officer. Two civilian deaths were also recorded in the town. Another protester was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",1,1622068184
120,CAO793,793,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 1,Bamenda,5.933,10.167,1,AFP,International,"Several thousand demonstrators took to the streets in English-speaking parts of Cameroon in protest at perceived discrimination in favour of the country's francophone majority. Deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",2,1622068184
120,CAO797,797,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Mezam,Santa,Santa,5.799,10.161,1,Quartz,Regional,"During anti-government protests, Bernard Okalia Bilai, governor of the south west region told the state daily Cameroon Tribune that protesters shot at the security forces in Mamfe, wounding a police officer. Two civilian deaths were also recorded in the town. Another protester was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",1,1622068184
120,CAO798,798,2017-09-22,2017,1,Protests,Excessive force against protesters,Protesters (Cameroon),,6,Police Forces of Cameroon (1982-),,1,16,Middle Africa,Cameroon,Nord-Ouest,Ngo-Ketunjia,Ndop,Ndop,5.988,10.439,1,Quartz,Regional,"During anti-government protests, Bernard Okalia Bilai, governor of the south west region told the state daily Cameroon Tribune that protesters shot at the security forces in Mamfe, wounding a police officer. Two civilian deaths were also recorded in the town. Another protester was gunned down when they stormed the residence of the mayor of Buea, Ekema Patrick Esunge. Other deaths were reported in Limbe, Santa, Kumbo, Bamenda, Ekona, Bamenda and Ndop.",1,1622068184
120,CAO808,808,2017-09-28,2017,1,Protests,Excessive force against protesters,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Protesters (Cameroon),,6,16,Middle Africa,Cameroon,Sud-Ouest,Fako,Muyuka,Ekona Mbenge,4.228,9.337,1,Cameroon Post,National,4 demonstrators killed in Ekona on September 28.,4,1622068184
120,CAO813,813,2017-10-01,2017,1,Violence against civilians,Attack,Police Forces of Cameroon (1982-),,1,Civilians (Cameroon),Prisoners (Cameroon),7,17,Middle Africa,Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2,10.667,1,AFP,International,"5 prisoners were killed by police as they attempted to escape from Kumbo's prison, seizing the occasion prompted by Sunday's demonstrations. Two were wounded by bullets and are at the hospital.",5,1622068184
120,CAO818,818,2017-10-01,2017,1,Protests,Excessive force against protesters,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Protesters (Cameroon),,6,16,Middle Africa,Cameroon,Sud-Ouest,Manyu,Mamfe,Mamfe,5.754,9.312,1,Cameroon Post,National,"A total of 38 identified demonstrators were killed as a result of live bullets by the defence and security forces in North-West and South-West regions of Cameroon in independence protests. 4 fatalities recorded on 28 September, remaining 34 fatalities divided between events on 1 October in Mamfe, Balikumbat, Limbe, Oku, Akwaya, Ikiliwindi, Kumba, Tombel, Eyumojock, Fontem, Muyuka, Bafut, Ekona Mbenge, Ashong, Ndop, Ndu, Bamenda, Kumbo and Beau. REDHAC reported 100 fatalities.",3,1622068184
120,CAO814,814,2017-10-01,2017,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.153,9.241,2,Africa News,Regional,"A total of 38 identified demonstrators were killed as a result of live bullets by the defence and security forces in North-West and South-West regions of Cameroon in independence protests. 4 fatalities recorded on 28 September, remaining 34 fatalities divided between events on 1 October in Mamfe, Balikumbat, Limbe, Oku, Akwaya, Ikiliwindi, Kumba, Tombel, Eyumojock, Fontem, Muyuka, Bafut, Ekona Mbenge, Ashong, Ndop, Ndu, Bamenda, Kumbo and Beau. REDHAC reported 100 fatalities.",2,1622068184
